candidate_id,decision,old_label,new_label,reviewer_note,source_id,frame_number,track_id
cand_00280,accepted_transition,red,transition,flip-anchored + colour-confirmed,DJI_202604290007_022_400mrwy06dwnnighf,140,lamp_4
cand_00038,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,331,lamp_2
cand_00062,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,331,lamp_3
cand_00054,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,188,lamp_3
cand_00086,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,331,lamp_4
cand_00006,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,188,lamp_1
cand_00014,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,331,lamp_1
cand_00030,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,188,lamp_2
cand_00078,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,188,lamp_4
cand_00061,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,330,lamp_3
cand_00013,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,330,lamp_1
cand_00029,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,187,lamp_2
cand_00053,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,187,lamp_3
cand_00005,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,187,lamp_1
cand_00037,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,330,lamp_2
cand_00077,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,187,lamp_4
cand_00085,accepted_transition,white,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,330,lamp_4
cand_00007,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,189,lamp_1
cand_00079,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,189,lamp_4
cand_00055,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,189,lamp_3
cand_00063,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,332,lamp_3
cand_00031,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,189,lamp_2
cand_00039,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,332,lamp_2
cand_00015,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,332,lamp_1
cand_00087,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,332,lamp_4
cand_00008,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,190,lamp_1
cand_00056,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,190,lamp_3
cand_00080,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,190,lamp_4
cand_00088,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,333,lamp_4
cand_00032,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,190,lamp_2
cand_00064,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity),DJI_202604281910_010_UgCS,333,lamp_3
cand_00040,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,333,lamp_2
cand_00016,accepted_transition,red,transition,visual transition genuine; angle_unreliable (telemetry discontinuity) [visually reviewed],DJI_202604281910_010_UgCS,333,lamp_1
